Job Title,Company,Location,Salary Estimate,Job Description,Job Age
Business Data Analyst,S&C Electric Company,Toronto,CA$80K - CA$106K (Employer provided),"The ideal candidate will have a degree/certificate in Computer Science with demonstrated experience in data modelling and dashboard deployment.&hellip;
      
        Skills: Microsoft Powerpoint, Microsoft Word, Statistical software, Statistics, Computer science",6d
Amended - Data and Quality Analyst,Ministry of Finance,Toronto,CA$80K - CA$115K (Employer provided),"Toutes les offres d'emploi externes de la fonction publique de l'Ontario (FPO) sont affichées en français et en anglais. $80,089.00 - $115,402.00 Per year.&hellip;
      
        Skills: Bilingual, French, Computer operation, Business intelligence, English",18d
Data Analyst,J.D. Irving,Saint John,CA$54K - CA$59K (Glassdoor est.),"Bachelor’s degree in Information Technology, Data Analytics, Computer Science, or a related field. By managing resources, delivering fast and flexible outcomes,…&hellip;
      
        Skills: Statistics, Power BI, Microsoft Excel, Business analysis, Alteryx",30d+
Data Analyst,Vretta,Toronto,CA$63K - CA$67K (Glassdoor est.),"This position requires excellent communication skills, creative problem solving ability, and a sound technical ability to be able to understand requirements,…&hellip;
      
        Skills: R, SQL, JavaScript, REST, Software development",30d+
Data Analyst,MSi Corp,Ottawa,CA$65K - CA$103K (Glassdoor est.),"Experience with ETL development as a data analyst. Experience in the development of complex data queries and processes using various tools and technologies.&hellip;
      
        Skills: Microsoft Powerpoint, Bilingual, French, MATLAB, Microsoft Excel",30d+
Data Analyst Intern,Jonas Software,Toronto,CA$20.00 - CA$23.00 Per Hour (Employer provided),"You will work alongside experienced Software R&D team members on analyzing customer data and implementing ML algorithms to transform system and application data…&hellip;
      
        Skills: Azure, Schematics, Spark, R, Data analysis skills",30d+
data warehouse analyst,Credible Group,"Concord, CA",$70K - $81K (Employer provided),"Document customers' requirements for projects. Develop and implement a strategic blueprint to follow when deploying databases within their organization.&hellip;
      
        Skills: English, Windows, Microsoft Office, SQL, Computer skills",11d
IT Systems Data Analyst,BRC Group,Georgetown,CA$65K - CA$85K (Employer provided),"Some work-from-home flexibility may be available depending on project assignments. Health benefits program available once permanently hired.&hellip;
      
        Skills: AutoCAD, Crystal Reports, Power BI, Microsoft Excel, Business intelligence",30d+
Associate Data Analyst,Manulife,Toronto,CA$70K - CA$116K (Employer provided),"Working with different GWAM teams to support EDL design and development for GWAM strategic initiatives. You will couple your data analysis experience with a…&hellip;
      
        Skills: Investment, Power BI, Data analysis skills, SQL, Financial services",24h
Remote Data Analyst,Aimarkand Consulting Inc.,Ontario,CA$6K - CA$7K (Employer provided),"Ongoing training and professional development. In this position, you will collaborate with internal teams including accounting, tax, and consulting departments…&hellip;
      
        Skills: Power BI, Microsoft Excel, Data analysis skills, Tableau, SQL",24h
Business Intelligence Data Analyst,Legal Services Society,Vancouver,CA$82K - CA$93K (Employer provided),"You have bachelor’s degree in computer science or equivalent. Minimum three (3) years’ related experience as outlined in rated requirements including strategic…&hellip;
      
        Skills: Microsoft Powerpoint, Crystal Reports, Power BI, Microsoft Excel, Microsoft SQL Server",24d
IS Data Analyst,Fidelity Canada,Toronto,CA$73K - CA$90K (Employer provided),"This role will administer the data needs of the IT projects, perform data analyses as required, document data requirements and work with project and data teams…&hellip;
      
        Skills: Microsoft Excel, Microsoft Access, Oracle, Business intelligence, R",28d
Business AI & Data Analyst,Westman Communications Group,Brandon,CA$59K - CA$90K (Glassdoor est.),"Bachelor’s degree or college diploma in Data Analytics, Business Analytics, Computer Science, Mathematics, Economics, or a related field is required.&hellip;
      
        Skills: Power BI, Data modeling, Microsoft Excel, Microsoft Outlook, Business intelligence",15d
Data Analyst,BA Blacktop,Canada,CA$65K - CA$85K (Employer provided),"Completion of a bachelor’s degree in computer science/data science/information systems or related field. Collect, analyze, and interpret project, financial, and…&hellip;
      
        Skills: Power BI, Data modeling, Business intelligence, SQL, Analysis skills",30d+
data analyst - informatics and systems,SnapPay,Mississauga,CA$43.96 Per Hour (Employer provided),"Develop and implement data administration policy, standards and models. Operate database management systems to analyze data.&hellip;
      
        Skills: English, SASS, Computer skills, Linux, Data warehouse",30d+
Sourcing Data Analyst,Ya Ya Foods,Toronto,CA$70K (Employer provided),"Bachelor’s degree in Business, Commerce, Supply Chain, Economics, Data Analytics, Statistics, or a related field.&hellip;
      
        Skills: Microsoft Powerpoint, Microsoft Word, Power BI, Microsoft Excel, Microsoft Outlook",15d
Data Analyst & Integrations Support I,Imperial PFS,Toronto,CA$68K - CA$91K (Employer provided),"Perform ad hoc analysis to answer business questions and support strategic initiatives. The position partners cross-functionally with Operations, IT,…&hellip;
      
        Skills: Computer science, Power BI, Microsoft Excel, Azure, Load balancing",20d
Data Analyst,Cosmo,Toronto,CA$110K - CA$140K (Employer provided),"Lead data unification initiatives, including data source evaluation, integration strategy, and canonical dataset design.&hellip;
      
        Skills: TensorFlow, Power BI, Tableau, SQL, Statistical analysis",8d
Service Analytics Data Analyst,Information Technology Senior Management Forum,Vancouver,CA$131K - CA$205K (Employer provided),"Leverages recognized domain expertise, business acumen, and experience to influence decisions of executive business leadership, development partners, and…&hellip;
      
        Skills: Computer science, Power BI, Business intelligence, SAS, R",24d
Data Analyst,XBOW,Remote,,"Support the development teams in their use of observability pipelines, and ensure that the data semantics are aligned between teams and product components.&hellip;
      
        Skills: Power BI, R, Tableau, SQL, New Relic",19d
Data Analyst II,Intact,St. John's,CA$69K - CA$85K (Employer provided),"Bachelor’s degree in data-related field (i.e., Mathematics, Science, Statistics, AI, Computer Science, etc.), or any combination of equivalent education and…&hellip;
      
        Skills: Bilingual, French, Power BI, Microsoft Excel, Writing skills",24h
Data Analyst (Hybrid),Morgan Stanley,Montreal,CA$88K - CA$93K (Glassdoor est.),"Partnering with control owners, project managers and data providers to on-board new data feeds. Basic understanding of technology risk and controls with a focus…&hellip;
      
        Skills: Bilingual, French, Power BI, Data modeling, Microsoft Excel",30d+
Data Analyst,VersaBank,London,CA$45K - CA$74K (Glassdoor est.),"Comprehensive benefits program and fitness program designed to support your well-being. Bachelor's degree in business administration , s tatistics, c omputer s…&hellip;
      
        Skills: Power BI, Microsoft Excel, Relational databases, Tableau, SQL",8d
Insights and Analytics Adobe CJA Consultant,Deloitte,"Indianapolis, IN",$80K - $148K (Employer provided),"Bring extensive knowledge across paid, owned, and earned, with a focus of analytical expertise in one or more of the following: omnichannel, media (display,…&hellip;
      
        Skills: Social listening, Salesforce Marketing Cloud, Marketing mix modeling, Tableau, SQL",30d+
Data Analyst/FM Product Consultant,Guidehouse,"Indianapolis, IN",$72K - $105K (Glassdoor est.),"Advanced degree in finance, accounting, data analytics, information systems, or a related field. Bachelor’s degree in finance, accounting, data analytics,…&hellip;
      
        Skills: Power BI, SAFe, QlikView, DoD experience, Financial analysis",30d+
"Data Analyst - Indianapolis, IN",Software Technology,"Indianapolis, IN",$75K - $138K (Glassdoor est.),"Working knowledge of epidemiological methods, study design, and analysis needed with an understanding of both qualitative and quantitative data.&hellip;
      
        Skills: Statistics, Program management, Microsoft Excel, Data mining, SAS",30d+
"Help Desk/Data Quality Analyst - Indianapolis, IN/Hybrid",Software Technology,"Indianapolis, IN",$71K - $122K (Glassdoor est.),"Support implementation of HL7 and IIS data exchange standards by validating message integrity and field mapping.&hellip;
      
        Skills: Process improvement, Help desk, T-SQL, Analytics",30d+
"Helpdesk Data Entry Analyst - Indianapolis, IN",Software Technology,"Indianapolis, IN",$51K - $91K (Glassdoor est.),"Utilize data tools and matching algorithms to identify and correct data integrity issues. Provide guidance to users on best practices for data entry and record…&hellip;
      
        Skills: Data entry, Software testing, Communication skills",30d+
Healthcare Data Quality Analyst,American Technology Consulting,"Indianapolis, IN",$75K - $121K (Glassdoor est.),"Develop and execute data validation and cleansing routines using SQL/T-SQL and other tools. A strong foundation in T-SQL is essential for managing large data…&hellip;
      
        Skills: Process improvement, Metadata, Root cause analysis, Requirements gathering, T-SQL",30d+
